;date;skyCover_7h;skyCover_14h;skyCover_19h;temp_7h;temp_14h;temp_19h;temp_dailyMean;temp_dailyMax;temp_dailyMin;hum_7h;hum_14h;hum_19h;windBeauf_7h;windBeauf_14h;windBeauf_19h;precip
20;2015-01-21;9;10;10;2.1;3.7;4.7;2.4;4.8;0.0;73;78;88;2;2;3;0
21;2015-01-22;10;10;10;5.3;6.6;6.6;5.6;6.9;4.3;94;85;83;3;3;3;Spuren
22;2015-01-23;10;10;10;4.3;40.0;4.3;5.2;6.6;3.8;91;86;88;2;3;4;0
23;2015-01-24;10;10;10;2.6;40.0;2.5;3.2;4.4;2.0;83;73;83;3;4;3;8.5
24;2015-01-25;10;10;7;-0.1;1.8;2.5;1.2;2.6;-0.3;94;93;71;5;4;4;1
25;2015-01-26;9;8;1;0.4;2.4;0.6;1.9;3.5;0.2;76;66;81;2;2;3;1.1
26;2015-01-27;10;8;7;-0.2;3.5;2.8;0.6;3.6;-2.5;99;82;74;2;4;4;2.1
27;2015-01-28;1;3;3;0.7;5.1;0.7;2.9;5.3;0.4;87;62;84;3;3;2;0.6
28;2015-01-29;10;10;8;0.4;4.3;1.5;2.2;4.7;-0.3;97;55;92;2;3;2;0.3
29;2015-01-30;9;10;9;2.8;2.0;1.3;1.5;3.1;-0.1;92;97;76;3;4;4;7.2
30;2015-01-31;9;9;2;1.2;4.4;0.5;2.0;5.5;-1.5;80;55;79;3;2;2;Spuren
31;2015-01-02;9;9;9;;2.6;0.4;-0.3;2.9;-3.5;99;73;91;1;1;1;0
32;2015-02-02;4;6;8;0.4;5.5;1.6;2.7;5.6;-0.3;75;60;83;4;3;4;0.9
33;2015-03-02;1;4;8;-0.1;5.2;0.7;2.4;5.7;-0.9;79;42;87;3;2;2;0
34;2015-04-02;10;9;2;-0.1;1.5;-0.2;-0.4;2.0;-2.8;89;70;72;1;2;3;0
35;2015-05-02;1;10;2;-2.6;-0.2;-0.7;-1.2;0.7;-3.1;78;76;77;2;2;2;0
36;2015-06-02;3;4;3;-2.4;1.1;-1.7;-0.8;1.3;-2.8;79;60;66;3;4;3;0
37;2015-07-02;6;1;1;-40.0;;-0.6;-0.5;1.9;-2.9;71;53;60;3;2;2;0
38;2015-08-02;9;9;2;-0.8;0.5;-0.7;0.6;2.7;-1.6;72;55;53;4;4;4;0.9
39;2015-09-02;9;10;10;-0.3;-0.5;0.8;-0.8;0.8;-2.3;55;96;97;4;5;6;17.2
40;2015-10-02;10;10;9;3.2;4.9;4.5;2.9;5.0;0.8;92;73;75;4;4;3;0.3
41;2015-11-02;10;10;10;3.2;3.7;2.7;3.9;5.0;2.7;84;83;89;2;2;2;0
42;2015-12-02;10;4;0;2.2;7.2;3.4;4.8;7.6;1.9;91;71;83;2;4;3;0
43;2015-02-13;0;0;0;-1.0;6.3;3.2;2.6;6.4;-1.3;98;63;78;2;3;3;0
44;2015-02-14;0;1;2;-0.6;6.1;40.0;2.8;6.5;-0.9;91;71;81;3;3;3;0
45;2015-02-15;9;1;0;2.7;8.3;;5.8;9.0;2.6;90;71;80;3;4;2;0
46;2015-02-16;1;0;0;-0.8;9.4;5.8;4.6;10.0;-0.8;94;50;65;1;3;3;0
47;2015-02-17;5;6;7;0.0;5.1;1.6;3.0;5.9;0.0;87;70;84;3;4;3;0
48;2015-02-18;10;10;10;-0.2;2.1;;1.1;2.4;-0.3;96;81;79;2;2;1;0
49;2015-02-19;10;9;1;1.1;3.9;40.0;3.0;4.9;1.0;85;78;91;2;2;1;0
50;2015-02-20;4;1;3;-2.5;7.9;4.2;2.8;8.4;-2.8;99;59;83;2;2;2;0
51;2015-02-21;10;0;3;0.7;8.9;4.8;5.2;9.9;0.4;80;48;66;1;1;1;0
52;2015-02-22;9;10;10;-0.5;7.2;3.9;3.4;7.7;-1.0;97;63;98;1;2;1;3.1
53;2015-02-23;10;9;1;;7.3;5.8;5.7;7.9;3.4;93;90;94;1;3;2;0.6
54;2015-02-24;10;10;10;3.9;6.4;5.9;5.0;6.8;3.2;99;93;96;1;2;3;11.4
55;2015-02-25;10;10;10;3.2;6.5;7.0;5.4;7.6;3.1;94;81;61;4;3;3;3
56;2015-02-26;10;10;9;4.1;6.3;5.7;5.6;7.1;4.1;77;71;72;3;2;2;Spuren
57;2015-02-27;10;1;8;2.9;10.2;5.9;5.6;10.5;0.6;95;57;84;2;3;2;0
58;2015-02-28;8;9;7;4.0;8.9;5.2;6.6;9.2;3.9;84;61;71;3;4;2;0
59;2015-01-03;3;9;9;-1.1;;6.7;4.1;9.4;-1.2;99;56;95;2;1;2;0.9
60;2015-02-03;10;10;1;7.2;6.4;6.0;9.8;13.5;6.0;93;85;72;1;4;5;5.7
61;2015-03-03;7;3;0;2.8;8.3;5.0;6.3;10.0;2.6;76;46;58;3;4;2;0
62;2015-04-03;8;4;6;6.6;8.5;5.2;4.5;8.9;0.0;56;61;68;3;2;3;0.5
63;2015-05-03;7;9;9;2.8;6.1;5.1;5.1;7.6;2.6;72;60;63;3;3;3;Spuren
64;2015-06-03;4;8;1;2.4;7.2;4.9;4.8;7.6;1.9;74;47;55;3;3;2;0
65;2015-07-03;9;7;7;4.9;9.8;6.8;7.3;10.5;4.0;74;52;65;2;2;1;0
66;2015-08-03;4;5;5;-1.0;11.1;;5.1;11.6;-1.5;94;34;43;1;3;3;0
67;2015-09-03;9;7;3;2.5;11.7;7.7;6.9;12.8;0.9;68;38;50;2;3;2;0
68;2015-10-03;5;2;2;0.3;13.0;8.0;7.1;14.3;-0.1;87;44;60;0;2;2;0
69;2015-11-03;10;10;8;7.8;4.7;4.8;6.9;9.9;3.9;73;89;67;3;3;3;10.3
70;2015-12-03;9;9;10;3.3;6.6;;5.4;7.4;3.3;70;55;59;4;3;3;0
71;2015-03-13;10;10;10;3.8;4.8;5.0;4.8;5.8;3.7;73;79;78;3;3;2;Spuren
72;2015-03-14;10;10;10;3.0;5.1;3.9;4.2;5.4;2.9;86;75;85;2;2;1;0.2
73;2015-03-15;9;10;10;3.0;7.8;7.8;5.6;8.8;2.4;94;78;77;2;3;2;Spuren
74;2015-03-16;8;9;9;5.5;12.0;10.4;8.8;13.0;4.5;87;57;63;3;4;3;0
75;2015-03-17;9;9;2;5.2;13.0;8.7;9.3;13.7;4.9;84;43;59;2;3;2;0
76;2015-03-18;1;1;0;4.2;12.1;8.0;7.6;12.7;2.5;59;36;49;2;3;2;0
77;2015-03-19;0;0;0;2.4;10.9;7.2;6.4;11.6;1.2;69;43;57;1;2;2;0
78;2015-03-20;0;0;0;1.0;41.2;7.4;5.7;11.8;-0.4;82;45;51;1;2;2;0
79;2015-03-21;1;1;6;0.5;13.6;11.0;7.2;15.4;-1.0;86;40;53;1;2;1;Spuren
80;2015-03-22;10;9;9;7.7;;5.1;8.1;11.1;5.1;65;58;64;2;3;3;0
81;2015-03-23;1;1;4;-0.1;9.3;40.0;5.0;11.2;-1.2;76;47;60;1;2;2;0
82;2015-03-24;0;1;1;5.4;16.1;12.1;10.7;16.7;4.6;74;43;60;2;3;2;0
83;2015-03-25;2;10;10;5.6;15.8;;10.1;15.9;4.2;86;49;60;1;4;3;0.6
84;2015-03-26;9;9;9;40.0;13.7;12.8;12.4;15.5;9.2;83;75;72;2;1;2;3.4
85;2015-03-27;10;10;9;6.5;10.3;9.2;9.5;12.9;6.0;89;57;61;3;3;4;0.5
86;2015-03-28;9;9;2;7.4;;6.7;8.6;10.4;6.7;62;44;56;4;3;2;0.4
87;2015-03-29;10;8;9;6.7;14.8;12.3;8.5;15.3;1.7;90;59;69;2;3;3;2
88;2015-03-30;10;5;9;7.9;11.8;5.6;8.8;13.4;4.2;80;49;87;3;4;3;8.5
89;2015-03-31;10;9;10;4.7;;9.8;10.1;15.9;4.2;82;64;82;2;4;3;7.4
90;2015-01-04;9;7;5;4.6;7.5;5.1;5.8;9.8;1.7;70;54;60;4;4;3;2.3
91;2015-02-04;9;10;9;4.9;6.7;3.7;5.7;8.7;2.6;71;75;72;5;4;3;2.3
92;2015-03-04;9;7;9;;10.2;7.7;6.3;10.4;2.1;66;36;44;4;4;3;Spuren
93;2015-04-04;7;9;9;4.5;10.8;6.8;5.6;10.8;0.3;60;33;40;1;2;1;0
94;2015-05-04;2;9;7;;7.9;6.2;4.6;8.3;0.8;66;41;44;2;2;3;0.3
95;2015-06-04;4;4;9;3.9;8.6;3.7;5.8;9.0;2.5;61;31;66;3;3;3;Spuren
96;2015-07-04;1;9;9;3.3;9.8;9.0;6.1;10.7;1.5;64;38;42;4;4;4;0.6
97;2015-08-04;10;10;9;6.1;9.5;9.4;8.3;10.7;5.9;70;65;66;4;3;3;0.1
98;2015-09-04;9;0;6;7.7;14.2;11.2;10.8;14.9;6.7;72;46;53;2;2;3;0
99;2015-10-04;8;1;3;6.3;19.3;15.8;11.6;20.2;3.0;77;42;44;0;3;2;0
100;2015-11-04;3;8;9;9.0;20.2;13.6;13.7;22.0;5.4;67;42;73;1;2;4;0.9
101;2015-12-04;6;9;2;13.4;18.6;14.7;15.6;19.3;11.8;64;42;54;3;2;1;0
102;2015-04-13;4;9;9;10.7;18.7;12.9;13.8;20.5;7.0;72;38;60;1;5;2;0.3
103;2015-04-14;9;9;6;9.0;16.7;13.6;12.7;18.2;7.1;48;29;32;2;3;2;0
104;2015-04-15;5;4;6;16.5;23.1;20.4;17.2;24.6;9.7;44;30;31;4;4;3;0
105;2015-04-16;6;9;9;12.1;24.8;20.3;17.8;25.9;9.7;62;21;36;1;4;2;0
106;2015-04-17;9;9;10;13.9;18.7;10.7;15.6;20.4;10.7;62;56;88;2;1;2;7.8
107;2015-04-18;6;6;2;7.0;11.8;7.6;8.8;11.8;5.7;64;39;51;3;3;3;Spuren
108;2015-04-19;9;1;6;5.5;13.6;10.8;9.1;14.1;4.0;66;36;50;0;2;1;0
109;2015-04-20;3;1;6;8.9;17.3;15.8;11.5;17.9;5.0;53;32;38;3;4;3;0
110;2015-04-21;7;1;1;9.8;19.2;18.9;14.5;20.7;8.3;52;27;22;3;4;4;0
111;2015-04-22;1;9;1;13.6;;14.8;15.4;19.7;11.1;43;30;46;2;2;2;0
112;2015-04-23;7;3;8;11.7;19.5;10.7;14.8;21.3;8.2;60;36;63;2;3;4;Spuren
113;2015-04-24;1;5;1;11.5;18.9;15.4;14.6;20.7;8.5;57;31;46;2;2;1;0
114;2015-04-25;1;5;7;10.4;23.3;19.4;15.5;24.3;6.6;72;36;40;1;2;2;0
115;2015-04-26;8;8;7;16.8;21.7;;18.3;23.5;13.0;57;42;62;2;3;2;0
116;2015-04-27;8;7;6;13.0;;21.1;17.8;25.7;9.9;80;39;40;2;3;4;0
117;2015-04-28;7;10;10;14.4;12.0;7.5;14.3;21.1;7.5;68;87;86;1;5;5;7.2
118;2015-04-29;1;5;8;8.0;15.1;11.9;11.0;15.4;6.5;64;30;38;4;3;2;0
119;2015-04-30;9;10;10;7.4;;11.5;11.0;18.0;3.9;66;43;70;1;2;2;0.4
120;2015-01-05;10;10;10;9.7;15.4;11.6;11.8;16.1;7.5;83;56;87;1;2;2;3.8
121;2015-02-05;10;9;10;10.6;14.6;12.9;13.0;15.6;10.3;93;65;72;2;3;2;0.2
122;2015-03-05;10;10;10;10.7;13.7;12.6;11.1;13.7;8.5;87;78;84;2;3;2;0.9
123;2015-04-05;9;8;10;13.5;22.7;18.1;17.6;23.8;11.4;91;53;92;2;3;2;1.7
124;2015-05-05;9;8;9;16.0;25.6;22.7;20.4;26.7;14.1;91;54;65;2;3;2;0
125;2015-06-05;8;10;9;19.3;18.7;14.1;18.4;22.7;14.1;65;69;79;2;4;4;0.8
126;2015-07-05;1;4;4;15.3;19.8;17.3;16.8;21.5;12.1;61;42;59;3;3;2;Spuren
127;2015-08-05;9;4;8;13.6;22.8;20.6;17.5;24.0;11.0;63;45;41;1;3;3;0
128;2015-09-05;9;9;9;15.9;18.9;;16.8;21.7;11.8;64;63;68;2;4;3;0.4
129;2015-10-05;8;9;1;15.2;19.6;17.9;17.4;21.1;13.6;66;37;40;4;3;3;0
130;2015-11-05;2;4;1;12.2;19.4;15.6;14.6;20.6;8.6;58;31;43;2;2;2;0
131;2015-12-05;5;8;9;11.8;25.2;21.5;16.0;25.7;6.3;68;30;43;1;3;2;0.2
132;2015-05-13;9;4;9;16.0;22.0;20.3;18.5;23.4;13.6;80;52;62;0;2;0;2.4
133;2015-05-14;6;6;7;15.3;20.4;16.8;17.0;21.0;13.0;80;47;54;4;3;1;Spuren
134;2015-05-15;10;10;10;13.2;15.8;14.3;14.7;17.1;12.3;66;62;73;2;2;2;0
135;2015-05-16;9;4;5;13.4;22.6;;16.7;23.2;10.1;82;34;46;1;2;3;0
136;2015-05-17;9;8;4;15.1;19.1;16.8;17.4;19.9;14.8;58;58;60;3;2;3;0.1
137;2015-05-18;7;6;2;;23.3;21.1;16.5;24.6;8.4;65;42;52;1;3;3;0
138;2015-05-19;1;9;9;16.8;20.2;17.8;18.1;23.7;12.5;76;57;64;1;4;2;3.4
139;2015-05-20;8;10;9;15.7;14.1;11.2;15.5;19.8;11.2;82;76;80;2;4;3;2.5
140;2015-05-21;10;10;9;10.1;51.6;13.2;11.5;13.3;9.6;87;78;71;3;3;3;Spuren
141;2015-05-22;10;10;10;12.5;13.6;13.8;13.8;15.5;12.1;68;77;72;4;3;3;8.5
142;2015-05-23;10;10;10;10.9;12.2;11.8;12.4;14.0;10.8;91;93;91;3;3;3;13.6
143;2015-05-24;10;10;9;11.1;13.1;13.2;12.6;14.4;10.8;93;88;86;2;2;3;Spuren
144;2015-05-25;9;10;10;;19.4;17.2;15.8;20.0;11.6;82;54;71;3;3;3;0.2
145;2015-05-26;9;10;10;14.8;14.8;12.7;14.9;17.2;12.6;77;90;82;4;3;3;8
146;2015-05-27;3;9;6;11.8;13.9;12.6;12.5;15.2;9.7;65;56;52;4;3;3;0.1
147;2015-05-28;9;2;3;11.5;17.2;15.0;14.4;18.4;10.4;66;46;56;2;2;2;0
148;2015-05-29;9;4;8;12.3;22.5;21.1;15.6;24.1;7.1;74;44;51;1;3;3;0
149;2015-05-30;5;6;10;17.8;24.7;17.4;19.5;25.4;13.5;70;38;80;1;3;2;0.9
150;2015-05-31;6;7;9;15.6;23.3;20.8;17.9;23.6;12.1;58;47;54;1;2;3;Spuren
151;2015-01-06;8;9;9;74.4;106.4;24.1;20.8;26.9;14.7;73;45;50;1;3;2;0
152;2015-02-06;2;2;1;21.6;27.3;24.9;22.5;28.5;16.4;58;37;49;2;2;2;0
153;2015-03-06;3;4;3;21.1;30.0;;24.0;31.2;16.8;68;35;41;1;2;2;0
154;2015-04-06;1;1;1;21.2;26.9;24.1;23.9;27.6;20.1;62;44;48;3;3;2;0
155;2015-05-06;0;1;0;19.2;25.8;23.5;21.1;26.9;15.2;51;37;54;2;1;2;0
156;2015-06-06;0;1;1;;28.8;26.5;22.5;29.4;15.5;66;46;50;2;3;3;0
157;2015-07-06;6;3;1;22.6;29.8;26.7;23.6;30.2;17.0;63;42;43;0;3;2;0
158;2015-08-06;2;4;3;21.9;28.5;24.9;23.9;29.8;18.0;62;35;54;2;2;3;0
159;2015-09-06;4;6;7;18.5;25.1;80.8;21.4;25.6;17.1;60;52;66;2;3;3;0
160;2015-10-06;1;5;6;15.6;23.8;22.6;19.6;25.6;13.5;70;50;55;3;2;2;0
161;2015-11-06;3;2;7;;26.9;24.8;21.5;28.1;14.9;63;44;54;2;1;2;0
162;2015-12-06;1;1;1;23.3;31.3;;24.7;32.3;17.1;66;36;36;2;4;3;0
163;2015-06-13;2;7;9;21.9;29.6;24.4;24.3;30.5;18.1;68;42;48;1;2;4;1
164;2015-06-14;8;7;9;21.7;112.8;20.3;23.6;30.5;16.6;69;43;89;1;3;1;1.3
165;2015-06-15;4;10;10;20.2;19.9;19.4;19.7;23.2;16.2;72;80;74;3;3;2;0.3
166;2015-06-16;9;9;7;16.3;21.0;20.0;18.7;22.0;15.3;64;45;42;3;3;2;0
167;2015-06-17;2;9;9;15.7;16.6;17.2;16.5;20.0;12.9;54;48;47;3;3;2;0
168;2015-06-18;5;9;9;72.0;20.9;20.1;16.9;23.5;10.3;48;45;52;2;3;4;0.2
169;2015-06-19;9;10;9;17.0;17.2;14.7;17.4;20.1;14.7;71;65;82;2;2;3;0.4
170;2015-06-20;9;8;9;13.4;;12.8;14.8;17.7;11.9;76;70;82;3;4;3;1.8
171;2015-06-21;9;9;8;12.7;17.5;13.8;15.0;19.0;10.9;74;52;86;3;2;3;0.6
172;2015-06-22;9;9;10;14.8;24.9;16.8;18.0;25.9;10.1;76;39;79;1;3;4;6.1
173;2015-06-23;10;9;5;13.6;15.4;17.0;16.3;20.0;12.5;85;74;57;2;2;3;0.6
174;2015-06-24;9;8;9;14.4;19.2;16.2;16.4;20.8;12.0;69;50;70;2;3;3;0.1
175;2015-06-25;1;3;7;16.7;22.3;21.3;16.7;23.3;10.1;63;39;42;1;2;2;0
176;2015-06-26;1;5;9;19.4;24.6;23.3;19.7;26.1;13.3;50;35;45;1;2;2;Spuren
177;2015-06-27;10;9;9;19.8;19.3;19.2;21.8;25.3;18.3;64;88;70;1;2;4;11.3
178;2015-06-28;8;4;2;17.6;24.2;22.1;20.2;25.0;15.3;83;37;37;4;3;3;0
179;2015-06-29;8;7;1;18.0;22.3;21.5;18.5;24.4;12.6;68;45;53;1;2;2;Spuren
180;2015-06-30;9;8;8;18.4;27.3;24.7;20.8;28.4;13.1;70;30;48;1;2;1;0
181;2015-01-07;3;4;5;21.3;29.5;27.4;22.8;30.3;15.3;69;33;40;1;1;2;0
182;2015-02-07;1;4;1;22.3;30.3;28.1;24.5;31.3;17.6;54;36;35;2;2;2;0
183;2015-03-07;0;1;1;23.9;30.1;27.8;24.8;31.2;18.4;50;36;44;2;3;3;0
184;2015-04-07;7;1;1;23.7;32.4;28.4;25.5;32.6;18.4;60;30;35;1;3;2;0
185;2015-05-07;8;2;4;22.8;34.6;30.6;27.2;36.2;18.2;64;22;30;1;1;2;0
186;2015-06-07;6;7;1;24.7;32.5;30.1;26.5;33.6;19.4;58;45;51;1;4;3;Spuren
187;2015-07-07;0;3;9;25.7;35.1;30.6;28.7;36.4;20.9;;;;1;2;2;Spuren
188;2015-08-07;3;10;10;27.9;21.0;17.1;23.9;30.6;17.1;47;89;91;2;1;3;13.3
189;2015-09-07;3;6;3;18.7;23.7;16.1;19.8;24.2;15.4;66;37;83;3;4;3;3
190;2015-10-07;5;5;3;16.7;23.0;21.7;19.3;24.5;14.1;54;37;38;2;3;2;Spuren
191;2015-11-07;0;2;3;17.5;26.1;24.0;19.6;27.7;11.4;45;31;40;1;2;2;0
192;2015-12-07;1;9;8;20.0;30.4;28.1;23.2;31.6;14.8;68;31;33;1;3;2;0.5
193;2015-07-13;10;9;9;16.9;23.2;21.0;22.3;28.1;16.5;84;50;59;2;4;4;0.8
194;2015-07-14;9;9;8;74.0;21.7;21.5;21.3;24.5;18.0;83;80;77;3;3;3;2
195;2015-07-15;7;6;2;22.0;27.8;;24.4;28.5;20.2;66;43;54;3;2;1;Spuren
196;2015-07-16;1;3;1;90.0;31.8;29.1;24.7;32.5;16.8;57;37;47;1;2;3;0
197;2015-07-17;3;2;3;;34.7;31.0;28.0;35.1;20.8;;;;1;2;1;0.2
198;2015-07-18;9;1;5;25.4;34.5;30.6;29.1;35.9;22.2;;;;1;2;2;0
199;2015-07-19;3;3;8;26.4;36.2;33.2;29.7;37.1;22.3;;;;1;2;3;1.3
200;2015-07-20;7;6;3;23.6;29.4;27.7;27.1;33.2;20.9;;;;3;3;1;0
201;2015-07-21;1;9;6;24.8;33.8;32.4;27.6;34.9;20.2;;;;1;2;2;0
202;2015-07-22;0;1;0;27.7;36.5;32.9;29.7;36.9;22.5;;;;1;2;3;0
203;2015-07-23;5;9;7;28.0;28.8;26.7;29.2;33.1;25.3;;;;2;3;2;0.1
204;2015-07-24;3;5;7;23.8;33.3;30.8;27.6;34.2;21.0;;;;1;3;2;Spuren
205;2015-07-25;8;6;10;23.4;28.7;26.3;26.9;30.8;23.0;;;;1;4;2;1.8
206;2015-07-26;7;2;3;16.8;24.5;22.3;21.2;26.3;16.1;56;32;35;3;2;1;0.1
207;2015-07-27;9;7;7;17.3;20.2;18.3;20.8;25.3;16.3;78;78;92;1;2;1;5.4
208;2015-07-28;7;9;7;;;92.4;20.7;26.7;14.7;70;39;51;2;3;3;4.4
209;2015-07-29;10;7;9;14.4;19.9;18.9;18.6;23.1;14.1;93;70;76;2;2;2;1.4
210;2015-07-30;9;5;6;16.9;23.4;21.7;20.4;25.2;15.5;74;38;43;3;2;3;0
211;2015-07-31;8;9;2;18.2;24.2;21.3;21.4;25.8;17.0;60;29;36;1;2;1;0
212;2015-01-08;5;4;9;16.9;27.6;24.6;20.3;28.2;12.4;58;30;42;2;4;3;0.9
213;2015-02-08;10;8;7;17.6;21.5;19.3;21.0;24.6;17.4;81;72;77;2;2;2;0.3
214;2015-03-08;9;3;4;18.8;28.4;26.1;23.7;29.5;17.8;84;49;56;1;2;1;0.1
215;2015-04-08;0;3;1;21.5;31.3;29.0;25.5;32.3;18.6;79;43;48;1;3;3;0
216;2015-05-08;6;1;2;23.5;32.0;29.3;27.5;33.0;21.9;58;38;44;3;2;1;0
217;2015-06-08;0;4;1;24.0;34.6;30.6;27.7;35.2;20.1;69;31;35;0;3;2;0
218;2015-07-08;0;1;0;24.9;35.4;31.6;28.8;36.4;21.1;64;28;39;0;3;2;0
219;2015-08-08;0;1;1;25.2;36.4;32.2;29.1;36.6;21.6;;;;1;3;3;0
220;2015-09-08;0;2;2;25.0;144.4;30.9;28.8;36.6;21.0;;;;0;3;3;0
221;2015-10-08;1;5;1;98.8;34.7;30.4;27.8;35.4;20.1;;;;1;3;2;0
222;2015-11-08;8;5;4;23.6;35.8;29.9;28.3;36.2;20.4;58;18;30;1;3;2;0
223;2015-12-08;4;3;9;23.4;35.4;31.8;28.9;36.9;20.8;;;;1;1;2;0
224;2015-08-13;1;1;3;25.7;36.0;31.1;29.6;36.4;22.7;;;;1;1;2;0
225;2015-08-14;1;6;1;25.4;34.1;32.0;28.7;35.9;21.5;54;31;34;1;3;3;0
226;2015-08-15;6;5;8;;30.9;28.0;28.0;32.4;23.5;;;;2;2;1;1.1
227;2015-08-16;9;6;10;20.9;29.2;23.6;24.6;29.8;19.4;79;45;62;2;2;4;21.2
228;2015-08-17;10;9;9;17.7;81.2;18.9;20.6;23.6;17.5;93;71;73;2;4;3;6.5
229;2015-08-18;10;10;6;15.9;19.1;18.0;18.0;20.2;15.7;90;64;77;3;2;2;0.7
230;2015-08-19;9;10;10;16.4;;18.1;16.5;18.6;14.3;80;80;77;3;2;2;13.4
231;2015-08-20;10;8;9;14.7;18.8;17.8;17.4;20.2;14.5;94;69;66;1;2;3;0.1
232;2015-08-21;8;8;9;17.2;23.2;20.3;20.1;23.7;16.5;78;45;62;2;2;1;0
233;2015-08-22;5;4;2;16.3;24.1;85.2;19.3;24.4;14.1;69;39;55;1;1;2;0
234;2015-08-23;10;8;6;15.5;22.6;21.2;18.7;23.7;13.7;91;57;61;2;4;3;0
235;2015-08-24;8;4;3;17.7;28.7;24.5;22.7;29.2;16.2;81;39;51;3;4;4;Spuren
236;2015-08-25;10;9;8;19.1;20.6;19.4;20.6;24.5;16.7;66;54;56;4;3;2;Spuren
237;2015-08-26;1;4;1;15.4;24.9;21.8;18.9;26.4;11.4;71;32;44;1;2;2;0
238;2015-08-27;1;9;6;;28.5;24.8;21.5;29.4;13.5;79;47;66;1;2;3;0
239;2015-08-28;10;8;3;17.9;29.8;26.2;24.5;31.8;17.2;98;43;56;1;2;2;0
240;2015-08-29;3;1;1;22.8;32.7;27.8;26.1;33.3;18.9;73;38;49;0;2;2;0
241;2015-08-30;7;3;1;21.5;35.0;;27.5;35.6;19.3;77;26;42;1;3;3;0
242;2015-08-31;0;0;0;20.9;34.8;28.4;26.7;35.2;18.1;80;23;34;1;3;2;0
243;2015-01-09;0;1;3;20.3;32.7;27.7;25.5;33.3;17.7;74;35;48;1;2;2;0.1
244;2015-02-09;9;9;10;17.9;22.1;16.8;22.0;27.7;16.2;;;;3;2;2;2.5
245;2015-03-09;9;8;10;15.9;21.9;20.4;18.3;23.1;13.5;74;55;64;1;2;2;9.7
246;2015-04-09;9;8;7;15.2;20.9;19.5;19.0;23.4;14.6;83;53;56;3;2;1;1.1
247;2015-05-09;9;10;10;15.4;17.0;13.3;16.3;19.6;12.9;90;73;80;0;3;4;0.9
248;2015-06-09;9;3;1;13.6;16.8;14.5;15.2;17.8;12.6;72;52;56;4;4;4;Spuren
249;2015-07-09;7;9;9;12.5;15.8;13.9;13.9;16.1;11.6;64;57;69;4;3;4;0.2
250;2015-08-09;7;6;3;12.5;19.0;15.4;15.1;19.3;10.9;74;34;49;3;3;2;0
251;2015-09-09;8;8;10;12.2;15.0;12.0;13.4;16.6;10.2;77;68;91;0;3;1;4
252;2015-10-09;7;6;6;11.9;19.3;15.8;15.3;20.5;10.0;92;46;63;1;2;2;0.1
253;2015-11-09;10;9;5;13.7;18.1;15.7;16.1;19.1;13.1;88;71;83;2;3;2;0.1
254;2015-12-09;10;1;4;13.2;22.0;20.5;18.5;23.9;13.1;91;58;60;2;2;2;0
