;date;skyCover_7h;skyCover_14h;skyCover_19h;temp_7h;temp_14h;temp_19h;temp_dailyMean;temp_dailyMax;temp_dailyMin;hum_7h;hum_14h;hum_19h;windBeauf_7h;windBeauf_14h;windBeauf_19h;precip
86;2018-03-28;2;9;10;0.6;9.9;8.1;5.0;10.6;-0.7;96;61;79;1;2;2;0.5
87;2018-03-29;9;10;10;43.2;12.4;;9.9;13.2;6.5;67;48;63;4;3;2;0.7
88;2018-03-30;9;9;9;6.6;42.8;9.8;8.7;12.5;4.9;82;69;76;1;3;3;0
89;2018-03-31;1;10;10;11.6;13.4;10.4;12.6;15.4;9.7;74;63;71;3;1;2;21.6
90;2018-01-04;9;9;8;7.5;12.3;8.9;9.8;12.6;6.9;72;46;58;4;4;4;Spuren
91;2018-02-04;1;2;2;7.2;14.0;10.5;10.5;15.5;5.5;68;37;49;3;3;2;Spuren
92;2018-03-04;6;6;5;40.0;18.5;16.7;12.1;19.7;4.4;72;41;50;1;2;3;0
93;2018-04-04;9;9;9;40.0;17.5;;14.0;19.5;8.5;71;50;50;2;1;2;0
94;2018-05-04;9;10;9;14.1;13.8;14.2;13.8;16.7;10.9;53;57;53;3;4;3;Spuren
95;2018-06-04;8;2;0;7.9;12.3;9.6;10.9;14.2;7.6;66;45;54;3;3;2;0
96;2018-07-04;3;4;10;5.7;16.3;11.6;9.6;17.0;2.2;62;43;65;1;4;3;Spuren
97;2018-08-04;9;3;0;;19.4;17.6;14.3;20.7;7.9;86;37;47;4;4;3;0
98;2018-09-04;6;6;5;13.8;24.8;20.7;17.5;25.4;9.5;60;26;36;2;4;3;0
99;2018-10-04;2;8;9;12.9;17.3;15.9;16.1;20.7;11.4;70;53;63;3;4;3;0
100;2018-11-04;3;6;5;10.5;21.5;17.8;15.2;21.9;8.4;75;34;48;1;2;3;0
101;2018-12-04;9;4;9;13.3;23.1;19.5;17.8;24.2;11.3;69;41;50;2;4;3;1.1
102;2018-04-13;9;1;1;14.3;22.2;18.9;17.8;22.7;12.9;89;38;35;3;4;4;0
103;2018-04-14;5;8;7;11.8;20.5;17.6;15.1;22.0;8.2;67;35;43;1;3;2;0
104;2018-04-15;10;9;10;11.2;21.6;19.7;16.7;23.0;10.4;78;54;61;1;3;3;0.4
105;2018-04-16;10;10;10;15.6;17.8;15.5;17.3;19.7;14.8;80;64;74;2;4;2;Spuren
106;2018-04-17;8;6;5;14.7;21.3;17.5;17.7;22.1;13.2;72;41;58;3;3;2;0
107;2018-04-18;4;6;1;14.1;21.6;17.7;16.2;22.7;9.6;66;36;49;2;3;2;0
108;2018-04-19;0;1;4;;24.2;20.1;17.7;25.4;10.0;65;37;50;0;2;2;0
109;2018-04-20;0;1;2;16.9;25.0;20.2;19.9;26.5;13.2;68;32;44;1;1;2;0
110;2018-04-21;1;4;5;14.9;26.9;22.0;19.1;28.5;9.6;60;35;47;2;2;2;0
111;2018-04-22;5;2;1;72.0;25.9;22.4;20.1;26.7;13.4;60;38;49;2;2;2;0
112;2018-04-23;8;9;8;15.7;27.0;22.1;20.6;28.2;12.9;78;35;43;1;2;3;2.6
113;2018-04-24;9;2;8;16.3;23.2;18.9;19.5;23.7;15.2;78;44;55;3;4;2;0
114;2018-04-25;9;9;6;15.4;26.3;22.0;19.5;27.0;12.0;75;33;47;1;4;2;2
115;2018-04-26;10;10;5;13.7;12.7;11.7;16.9;22.0;11.7;85;76;66;2;4;4;1.9
116;2018-04-27;9;8;8;9.7;18.9;16.6;13.1;19.7;6.5;78;40;57;1;4;3;0
117;2018-04-28;1;5;7;12.2;23.8;22.6;17.2;25.4;9.0;82;48;56;1;3;3;0
118;2018-04-29;1;1;3;;28.6;;21.5;29.2;13.8;76;27;39;1;4;3;0
119;2018-04-30;6;5;1;;26.7;23.0;21.6;27.9;15.2;54;34;34;3;2;4;0
120;2018-01-05;3;8;7;16.0;21.8;19.8;18.7;23.3;14.1;52;40;46;3;2;2;0
121;2018-02-05;5;8;7;16.5;25.7;22.1;19.7;26.1;13.2;65;52;69;1;3;1;13.4
122;2018-03-05;3;5;4;16.9;24.9;22.4;20.6;27.7;13.4;85;52;59;1;2;1;0
123;2018-04-05;9;8;8;16.4;23.0;19.6;19.6;23.7;15.4;78;57;62;3;3;3;0
124;2018-05-05;10;2;3;15.1;22.0;19.1;18.5;23.1;13.9;73;49;41;2;3;3;0
125;2018-06-05;1;0;0;13.9;22.4;19.4;17.6;22.9;12.2;48;31;40;3;3;3;0
126;2018-07-05;6;3;1;14.8;24.0;20.8;18.3;25.2;11.4;55;32;36;2;2;3;0
127;2018-08-05;5;7;8;16.5;23.0;12.8;18.6;24.3;12.8;53;39;90;1;2;2;20.1
128;2018-09-05;1;8;4;14.2;24.5;20.1;17.9;25.1;10.6;89;49;67;1;2;2;0
129;2018-10-05;8;8;9;17.0;23.8;17.9;19.4;25.3;13.4;79;55;79;1;2;3;1.5
130;2018-11-05;8;3;5;16.9;22.5;20.8;19.5;24.2;14.8;76;54;58;2;2;2;Spuren
131;2018-12-05;2;5;6;17.0;101.2;20.9;19.5;25.8;13.2;80;50;67;1;2;2;0
132;2018-05-13;3;2;3;17.7;;22.2;19.7;25.5;13.8;71;43;44;1;3;3;0
133;2018-05-14;7;9;9;17.0;20.7;;18.0;22.2;13.7;58;51;57;3;2;2;9.1
134;2018-05-15;10;10;9;12.0;12.0;11.6;14.7;17.7;11.6;91;89;88;2;2;2;9
135;2018-05-16;9;7;6;13.2;19.0;15.8;15.1;20.0;10.2;81;57;67;3;3;3;0
136;2018-05-17;8;10;8;14.1;15.4;14.9;14.5;16.5;12.5;75;81;81;4;4;3;0.8
137;2018-05-18;7;5;7;15.2;21.5;15.6;18.2;22.6;13.7;77;55;68;4;3;3;0.9
138;2018-05-19;6;6;5;15.5;21.3;18.3;17.5;22.8;12.1;72;52;62;2;2;3;0
139;2018-05-20;8;8;7;14.7;22.2;19.4;18.5;23.8;13.1;63;40;46;2;2;2;0
140;2018-05-21;8;5;7;15.7;22.5;20.4;17.3;23.0;11.6;72;42;49;0;3;2;0
141;2018-05-22;1;9;9;;24.6;20.9;18.7;25.2;12.2;73;46;61;2;3;3;0
142;2018-05-23;8;8;9;18.3;25.6;22.9;20.8;27.0;14.5;78;48;64;2;3;2;0
143;2018-05-24;9;9;10;19.6;;19.5;21.3;26.3;16.2;73;58;90;2;2;1;13.7
144;2018-05-25;10;9;2;15.9;19.1;;17.9;19.9;15.8;92;78;79;2;2;1;3.8
145;2018-05-26;0;3;3;16.9;25.9;23.0;19.8;26.6;13.0;85;47;54;1;2;2;0
146;2018-05-27;1;6;9;20.4;26.2;23.8;21.0;27.4;14.5;72;56;59;1;3;2;0
147;2018-05-28;8;3;9;21.3;;24.2;22.5;28.3;16.6;72;56;61;2;2;2;0
148;2018-05-29;1;7;9;21.9;26.8;23.1;23.1;28.5;17.6;73;53;55;2;4;3;0.3
149;2018-05-30;9;8;7;20.5;26.2;24.4;23.6;27.4;19.7;;;;2;3;3;0
150;2018-05-31;1;7;7;20.5;29.5;26.4;22.8;29.6;15.9;66;42;46;2;3;3;0
151;2018-01-06;5;8;9;22.8;23.4;;22.4;26.8;18.0;64;65;64;1;3;2;0
152;2018-02-06;5;8;7;22.2;24.2;;22.2;26.0;18.4;63;58;59;3;4;2;Spuren
153;2018-03-06;7;7;6;83.2;26.4;24.3;24.1;28.5;19.6;68;44;53;3;2;3;0
154;2018-04-06;5;7;8;21.0;28.1;25.2;22.7;28.9;16.4;71;42;51;2;1;2;0
155;2018-05-06;1;8;8;22.8;29.6;24.9;23.4;30.0;16.8;66;38;56;1;2;2;0
156;2018-06-06;8;9;8;21.5;24.6;19.9;23.8;28.0;19.6;;;;2;1;2;0
157;2018-07-06;10;8;9;18.7;23.0;22.8;21.2;24.7;17.7;79;66;68;2;2;2;Spuren
158;2018-08-06;10;7;8;19.8;28.4;26.8;23.6;29.1;18.0;82;56;58;2;3;3;1
159;2018-09-06;9;7;8;19.8;23.8;24.1;22.5;27.4;17.5;81;68;61;2;3;2;0
160;2018-10-06;3;9;8;21.9;29.2;26.3;23.9;30.6;17.1;75;47;57;1;2;1;0.2
161;2018-11-06;8;8;9;24.5;30.6;27.6;25.3;30.9;19.7;61;42;52;1;2;3;0
162;2018-12-06;3;9;10;24.1;25.6;;24.8;28.4;21.2;;;;3;2;2;9.2
163;2018-06-13;8;9;10;18.8;23.1;18.9;20.5;24.3;16.7;82;63;62;1;3;3;0
164;2018-06-14;10;10;10;15.2;18.7;18.0;17.8;20.6;14.9;69;58;63;4;3;4;Spuren
165;2018-06-15;9;9;9;17.0;22.3;22.2;20.1;24.4;15.7;60;45;48;4;3;2;0
166;2018-06-16;4;9;10;20.8;24.6;23.0;22.5;26.8;18.1;55;45;54;3;3;2;0
167;2018-06-17;1;5;9;88.8;26.7;98.4;23.3;28.6;17.9;55;39;47;2;3;2;Spuren
168;2018-06-18;6;3;4;20.4;110.4;25.1;24.2;28.5;19.8;66;30;38;5;4;3;0
169;2018-06-19;1;6;2;21.7;27.6;25.3;23.5;28.9;18.0;49;37;41;3;3;3;0
170;2018-06-20;0;2;1;23.8;29.8;27.6;24.7;31.3;18.0;52;34;41;1;1;3;0
171;2018-06-21;1;2;9;24.5;33.0;30.1;25.8;33.5;18.0;56;30;37;1;4;3;1
172;2018-06-22;10;9;10;14.5;17.6;13.6;21.9;30.1;13.6;47;37;60;3;3;3;0.5
173;2018-06-23;7;8;9;14.3;19.1;;16.1;20.3;11.9;65;42;41;3;3;3;0.4
174;2018-06-24;8;8;9;14.4;19.7;18.7;16.8;21.1;12.5;66;43;46;3;3;2;0.9
175;2018-06-25;10;9;9;13.1;;18.5;16.6;21.6;11.6;77;54;59;3;2;3;0
176;2018-06-26;1;5;7;18.6;23.9;15.1;19.8;24.6;14.9;59;34;90;3;3;2;5.4
177;2018-06-27;7;9;10;15.1;22.5;16.8;18.9;24.9;12.8;74;42;84;2;3;2;26.5
178;2018-06-28;10;9;8;15.6;21.7;19.4;19.0;23.5;14.4;93;69;85;4;2;2;1
179;2018-06-29;9;10;7;19.8;23.3;22.7;21.9;25.0;18.7;78;69;68;3;3;3;0.6
180;2018-06-30;4;1;3;20.3;22.7;18.7;20.9;23.2;18.6;;;;2;4;3;0
181;2018-01-07;6;6;2;15.0;20.8;18.6;16.6;21.6;11.6;52;33;34;2;2;2;0
182;2018-02-07;1;1;1;15.4;94.0;21.5;17.1;24.8;9.4;60;36;42;1;2;1;0
183;2018-03-07;1;2;1;17.7;26.2;24.0;19.9;28.3;11.5;57;30;34;1;2;2;0
184;2018-04-07;8;8;8;18.8;29.8;26.3;22.0;29.9;14.1;65;29;40;1;2;3;0
185;2018-05-07;2;9;9;26.1;31.6;;27.0;32.2;21.8;;;;2;2;2;12
186;2018-06-07;10;9;9;;22.3;20.5;22.3;26.2;18.4;68;74;74;4;4;5;11.5
187;2018-07-07;1;2;1;19.4;26.0;24.2;22.3;27.2;17.4;68;36;33;3;3;3;0
188;2018-08-07;7;7;7;19.3;101.2;23.9;22.2;26.4;18.0;41;36;42;3;1;2;0.2
189;2018-09-07;5;2;5;;26.6;93.2;23.0;27.2;18.8;52;44;48;2;3;3;0
190;2018-10-07;6;10;9;22.6;17.6;;21.6;26.3;16.8;58;92;88;1;2;2;49.2
191;2018-11-07;8;8;8;17.0;22.2;18.4;19.5;23.2;15.7;93;59;63;1;2;3;Spuren
192;2018-12-07;3;5;2;19.2;24.2;22.6;19.9;25.8;13.9;59;42;44;2;3;2;0
193;2018-07-13;1;7;7;21.7;26.2;20.4;22.4;28.1;16.6;54;46;74;4;3;3;1.6
194;2018-07-14;1;5;3;90.8;28.1;23.3;23.1;28.8;17.3;55;36;54;1;2;2;Spuren
195;2018-07-15;3;6;5;22.1;27.8;25.8;23.0;28.8;17.2;60;35;44;1;2;2;0
196;2018-07-16;9;9;3;21.5;26.3;22.5;22.9;28.6;17.2;63;48;59;1;2;2;1
197;2018-07-17;6;6;9;20.6;24.3;20.9;23.0;27.3;18.7;64;55;69;3;4;3;5.4
198;2018-07-18;9;10;10;21.1;25.5;23.5;23.7;28.1;19.3;60;44;54;4;4;3;Spuren
199;2018-07-19;7;9;1;20.6;28.4;26.9;24.9;29.6;20.1;;;;3;3;2;0
200;2018-07-20;1;4;1;21.2;28.4;;23.4;29.7;17.1;65;44;50;2;2;1;0
201;2018-07-21;6;8;10;22.0;29.1;19.5;24.0;30.3;17.6;66;45;92;1;3;0;13.6
202;2018-07-22;9;9;10;19.1;23.5;;21.1;24.0;18.1;85;69;85;3;2;4;16.9
203;2018-07-23;10;2;3;17.4;26.7;25.1;23.1;28.8;17.3;88;57;51;4;3;2;1
204;2018-07-24;4;5;5;22.1;29.3;27.0;25.3;30.4;20.2;;;;3;2;2;0
205;2018-07-25;1;6;6;;;23.5;24.5;30.0;19.0;59;44;46;2;2;4;0.2
206;2018-07-26;4;7;7;21.7;29.3;;24.6;30.2;19.0;66;45;91;2;3;2;14.9
207;2018-07-27;7;5;9;21.6;29.3;27.5;24.9;30.7;19.1;76;51;53;1;2;2;0.1
208;2018-07-28;9;4;3;21.1;30.9;27.7;25.4;31.8;18.9;81;49;56;1;2;1;0
209;2018-07-29;5;2;4;24.8;30.9;28.5;27.5;31.8;23.1;;;;4;3;2;0
210;2018-07-30;3;6;5;25.3;32.1;28.2;27.4;32.8;22.0;;;;1;2;3;0
211;2018-07-31;0;0;1;24.9;32.5;29.8;27.2;33.4;21.0;;;;1;3;2;0
212;2018-01-08;3;4;8;24.8;;25.9;27.3;32.9;21.7;;;;2;2;1;0
213;2018-02-08;3;9;6;24.0;31.6;24.7;26.4;32.0;20.8;;;;1;2;2;8.7
214;2018-03-08;7;4;3;24.6;32.9;29.2;27.5;34.0;21.0;;;;2;2;2;0
215;2018-04-08;1;1;4;22.4;32.6;29.2;26.9;33.3;20.4;75;40;40;1;3;2;0
216;2018-05-08;1;3;6;24.6;31.2;27.3;27.1;32.6;21.5;;;;1;3;2;0
217;2018-06-08;4;8;8;22.5;29.4;26.7;25.9;31.0;20.8;;;;2;2;1;0
218;2018-07-08;8;4;9;21.7;31.2;25.7;25.7;32.2;19.2;61;48;66;1;3;2;Spuren
219;2018-08-08;5;3;7;23.3;;30.4;27.0;34.5;19.5;68;38;48;1;2;3;0
220;2018-09-08;5;3;2;24.6;35.0;31.5;28.2;35.2;21.2;;;;1;4;4;0
221;2018-10-08;4;7;10;24.4;29.0;18.8;25.2;31.5;18.8;58;40;84;3;2;4;2.2
222;2018-11-08;9;6;9;17.3;25.5;23.3;21.7;26.9;16.4;87;47;47;2;3;2;Spuren
223;2018-12-08;3;5;2;19.8;28.7;26.8;23.1;30.2;15.9;61;31;42;1;3;3;0
224;2018-08-13;0;1;7;20.1;32.3;28.7;24.8;32.9;16.6;73;36;46;1;3;3;0
225;2018-08-14;7;10;9;21.3;23.1;23.5;24.4;28.7;20.1;71;75;59;3;2;3;0.3
226;2018-08-15;9;7;5;20.4;25.6;24.0;24.0;28.2;19.7;;;;3;2;2;0
227;2018-08-16;1;5;0;19.9;27.3;23.9;22.6;29.4;15.8;66;34;46;1;1;2;0
228;2018-08-17;0;2;1;18.7;30.5;25.8;23.3;31.3;15.2;66;32;43;1;2;2;0
229;2018-08-18;3;8;6;20.6;32.0;26.4;24.8;32.7;16.9;69;29;44;1;1;1;0
230;2018-08-19;1;1;2;20.0;32.2;27.5;25.8;33.6;17.9;70;27;39;1;1;1;0
231;2018-08-20;2;2;6;22.4;34.2;29.3;26.8;34.2;19.3;64;26;34;1;2;3;0
232;2018-08-21;1;2;2;23.1;30.4;27.5;26.7;31.7;21.7;;;;2;2;2;0
233;2018-08-22;1;1;1;21.1;32.5;28.4;25.6;32.8;18.4;61;31;42;1;2;2;0
234;2018-08-23;7;5;3;22.8;33.9;30.0;26.4;34.1;18.7;63;32;34;2;3;3;0
235;2018-08-24;1;7;10;22.9;24.2;19.6;24.8;30.0;19.6;60;66;88;1;3;3;11.8
236;2018-08-25;10;10;10;17.0;18.0;17.4;18.6;20.2;16.9;85;70;64;2;2;4;10.6
237;2018-08-26;10;9;5;13.0;16.8;15.6;16.3;19.9;12.6;89;68;66;3;3;2;0.1
238;2018-08-27;8;3;1;14.0;22.5;18.4;17.4;24.3;10.4;69;34;48;1;2;1;0
239;2018-08-28;8;4;3;17.5;;21.7;20.9;27.3;14.5;70;39;56;1;2;2;0
240;2018-08-29;1;1;9;16.9;28.9;24.5;21.6;29.2;13.9;69;36;49;1;3;3;0
241;2018-08-30;7;6;10;21.2;27.1;16.6;22.0;27.3;16.6;68;47;89;3;4;3;2.8
242;2018-08-31;1;9;8;17.2;22.7;19.9;19.1;23.7;14.5;76;49;64;1;2;1;11.8
243;2018-01-09;10;10;10;15.7;18.3;17.9;18.2;20.9;15.4;94;91;94;2;2;2;39.6
244;2018-02-09;9;10;8;15.8;17.5;16.9;17.3;19.3;15.3;86;93;96;2;1;0;25.7
245;2018-03-09;9;9;8;16.9;19.8;17.2;18.3;21.3;15.3;95;88;96;1;2;1;7.1
246;2018-04-09;8;7;9;17.5;21.6;19.3;19.5;22.4;16.5;82;71;78;4;3;3;0.2
247;2018-05-09;1;5;1;19.0;25.7;20.0;21.8;26.2;17.3;74;41;66;2;2;2;0
248;2018-06-09;1;4;1;16.7;25.1;19.1;19.7;25.5;13.9;81;46;67;1;2;1;0
249;2018-07-09;7;6;9;15.7;25.2;20.6;19.2;25.5;12.9;82;51;74;1;2;3;Spuren
250;2018-08-09;2;4;1;18.7;23.3;18.8;21.6;25.2;17.9;68;44;64;4;3;2;0
251;2018-09-09;3;1;8;59.2;100.0;19.4;19.1;25.5;12.6;84;39;64;1;2;2;0
252;2018-10-09;3;1;3;15.8;26.3;20.7;20.1;27.1;13.1;78;38;52;1;2;2;0
253;2018-11-09;10;8;9;84.4;27.8;22.4;23.6;28.5;18.7;55;39;56;3;3;2;0
254;2018-12-09;5;1;1;17.1;29.8;23.1;22.8;30.4;15.1;80;35;58;1;2;1;0
